"","alpha.bar","sc.gamma","sc","sc.CL","Year","Gen_ID_Prop","Ecoregion_NARS","Agency"
"1",22.4805194805195,89.6464379234283,0.750000486818561,4.67064732466825,12,0.706448508180943,"CPL","EPA"
"2",22.3333333333333,83.7823401755752,0.756218905472637,13.530056300069,16,0.728886168910649,"CPL","EPA"
"3",19.2241379310345,68.430146097459,0.749999666894135,4.76342354081301,17,0.738246543986989,"CPL","EPA"
"4",21.2083333333333,64.2475424327389,0.750000247571608,6.64588722149621,21,0.74517257108104,"CPL","EPA"
"5",23.6938775510204,74.4333756976852,0.749999552273822,6.12281381779601,22,0.833639368343739,"CPL","EPA"
"6",17.448275862069,58.2115261740522,0.749999675388721,6.22758316848789,26,0.832976306394028,"CPL","EPA"
"7",23.7941176470588,73.8045387812067,0.749999850575896,5.31263902090228,27,0.829437281600193,"CPL","EPA"
"8",31.4468085106383,79.8009095789773,0.750000428199042,2.74327555844179,12,0.786862838158519,"NAP","EPA"
"9",29.3809523809524,82.6095753013318,0.750000180807705,4.88613605919767,16,0.768751180804837,"NAP","EPA"
"10",29.6938775510204,81.4847135431411,0.750000284688272,4.18569606282206,17,0.816618075801749,"NAP","EPA"
"11",28.425,72.0466357394322,0.750000443543007,3.10656062671964,21,0.843736156640383,"NAP","EPA"
"12",31.1333333333333,80.2807466182427,0.750000448679465,3.45558462739587,22,0.866924668556978,"NAP","EPA"
"13",30.1304347826087,82.1784526177826,0.749999257109202,3.08972495718601,26,0.85032277818887,"NAP","EPA"
"14",29.8421052631579,83.2102220890741,0.750000446242864,3.47009314652607,27,0.869590213676579,"NAP","EPA"
"15",16.5,40.8038005182332,0.749999304001989,5.16691844275707,8,0.604018311291963,"NPL","EPA"
"16",19.6,42.0947438739887,0.749999585725728,3.3228160139633,9,0.754584127915505,"NPL","EPA"
"17",19.2068965517241,56.9730868856956,0.750000141909634,5.03491530566995,10,0.751233125649013,"NPL","EPA"
"18",17.9655172413793,57.8523127567552,0.749999772637482,5.20236132615035,11,0.684734090039536,"NPL","EPA"
"19",20.3469387755102,67.5574635036141,0.750000052331895,5.76167882725988,16,0.847742086569611,"NPL","EPA"
"20",20.2833333333333,65.7339491058446,0.749999952686322,5.13918400455555,17,0.892529711375212,"NPL","EPA"
"21",20.8333333333333,68.8118010241689,0.749999490857692,4.57285071161894,21,0.837409072632233,"NPL","EPA"
"22",20.1733333333333,63.2503130824003,0.750000259983863,4.64294064923906,22,0.901835472161153,"NPL","EPA"
"23",20,51.7612292729707,0.750000884986215,4.61219908822594,26,0.884142579144715,"NPL","EPA"
"24",21.1428571428571,65.4427804062448,0.749999517756363,4.64087988560737,27,0.881087461447664,"NPL","EPA"
"25",29.2651933701657,81.3978092653499,0.750000480121683,1.90100615338221,12,0.83138047005991,"SAP","EPA"
"26",27.7441860465116,84.1591833212689,0.750000257150186,5.83823073943552,16,0.771392134276781,"SAP","EPA"
"27",26.6637931034483,74.6987152253545,0.749999784629336,2.82564620495839,17,0.798640647741243,"SAP","EPA"
"28",27.8983050847458,75.1818021255847,0.750000021778745,4.19772184563242,21,0.854431492003983,"SAP","EPA"
"29",29,72.0461982199514,0.750000098785522,3.85808887641478,22,0.866397106979128,"SAP","EPA"
"30",26.6025641025641,74.491688669707,0.750000137829305,3.64553914499297,26,0.859161443999907,"SAP","EPA"
"31",28.3846153846154,74.5772512288957,0.749999601320103,3.79233056105971,27,0.897097625329815,"SAP","EPA"
"32",17.2,36.2069568556822,0.709302325581395,8.88166171640478,9,0.688983050847458,"SPL","EPA"
"33",19.5,56.7921428267324,0.70940170940171,12.9992514122178,10,0.668046571798189,"SPL","EPA"
"34",17.1111111111111,55.6293809803264,0.749999519584467,8.31252321601058,11,0.695106649937265,"SPL","EPA"
"35",22.0606060606061,75.6833466719375,0.749999941076183,6.6012350392833,12,0.790987052295275,"SPL","EPA"
"36",21.1764705882353,63.2445463208022,0.749999278397887,5.4678968211951,16,0.862089099083319,"SPL","EPA"
"37",18.1951219512195,56.6657126145004,0.749999939523861,4.6027679662641,17,0.844548104956268,"SPL","EPA"
"38",18.2888888888889,50.7360596655868,0.750000022359099,3.54513346728765,21,0.807501942978689,"SPL","EPA"
"39",18.0588235294118,61.1069031232971,0.750000038933931,4.80184719940436,22,0.849549951647698,"SPL","EPA"
"40",16.9230769230769,57.3442204586385,0.749999406481322,3.93198075626287,26,0.823110486985305,"SPL","EPA"
"41",18.4444444444444,54.3369618593786,0.749999480469645,4.29443592169989,27,0.886829913964262,"SPL","EPA"
"42",17.9333333333333,29.6318181926153,0.749999430396431,3.04841073897665,8,0.644493051981472,"TPL","EPA"
"43",17.7,45.9712978598925,0.750000032886937,6.51030051146483,9,0.698576512455516,"TPL","EPA"
"44",17.36,42.2653345210303,0.749998722959516,4.67858142956121,10,0.632265034209579,"TPL","EPA"
"45",15.5454545454545,37.960261961147,0.750000378571465,4.98913306238814,11,0.645357686453577,"TPL","EPA"
"46",23.5263157894737,54.912190987991,0.74999984541403,2.46771621539774,12,0.791139621128596,"TPL","EPA"
"47",18.5757575757576,44.3929165042142,0.750000536371684,5.19944697255747,16,0.90223446587083,"TPL","EPA"
"48",18.0222222222222,54.8232233955393,0.749999469269058,5.24407951437573,17,0.802216605094303,"TPL","EPA"
"49",21.1590909090909,48.3115860419202,0.750000551856611,2.58831479484409,21,0.886176897051716,"TPL","EPA"
"50",19.6578947368421,51.9844521272598,0.750000466419655,4.85537352118224,22,0.817158029664897,"TPL","EPA"
